"storage_area","type","size","name","information","dosage",,"winery_name","vintage","purchase_price","quantity","other_vintages","visible","unclear","sales_price","glass_price","internal_notes"
832,"RED",,"Chianti Classico Granz Selezione San Lorenzo",,,": 80% Sangiovese, 13% Merlot, 7% Malvasia Nera","Castello di Ama",2019,40,3,,1,,110,18,
833,"RED",,"Chianti Classico ",,,"90% Sangiovese, 10% Merlot, Cabernet s., Canaiolo","Poggio al Sole",2010,8.4,3,,1,,54,9,"Handlese. Gärung"
834,"RED",,"Chianti Classico Riserva Vigna il Poggiale ",,,"90% Sangiovese, 5% Canaiolo, 5% Ciliegino","Castellare",2013,29.3,1,"2019-2 ",1,,81,13,"350-400m.ü.M. Gärung; Stahltank, Fermentation von 16-23 Tage. Ausbau; in 20% neuen Barrique 225l für 12- 18 Moante. 12 Monate Flaschenlagerung "
835,"RED",,"Chianti Rufina Riserva Nipozzano ",,,"90% Sangiovese, 10 % malvasia
nera /colorino / merlot/ cabernet Sauvignon","Marchesi de Frescobaldi",2009,10.33,2,"2013-1",1,,41,6,"250-500m.ü.M. Handlese. Gärung; Stahltank, Fermentation für 13 Tage. Mazeration für 25 Tage mit Umwälzen.BSA. Ausbau; 24 Monate im Barrique. 3 Moante Flaschenlagerung."
836,"RED",,"Montesodi IGT",,,"Sangiovese","Marchesi de Frescobaldi",2016,29.5,3,,1,,81,13,"400m.ü.M. Handlese. Gärung; Stahltank, Fermentation von 35 Tagen.BSA. Ausbau; 18 Moante im Eichenholz. 6 Monate in der Flasche."
837,"RED",,"Chianti Classico ",,,"90% Sangiovese, 5% Cabernet s., 5% Merlot","Castello di Rampolla",2010,17.82,1,"2018-3 2010-1",1,,60,9,"380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 tage. BSA. Ausbau; 12 Monate im Eichenholz 25/30hl, Barrique 225l, Tonneau 500l. 6 Monate Flaschenlagerung."
838,"RED",,"Chianti Classico BIO",,,"sangiovese, cabernet s.","Querciabella",2010,19.8,4,,1,,65,10,"biodinamic,"
839,"RED",,"Giorgio Primo ",,,"60% Cabernet s., 35% Merlot, 5% Petit verdot","Fattoria La Massa",2017,75.9,2,,1,,167,27,"360m.ü.M. Ausbau; in neuen Barrique für 18 Monate, ."
842,"RED",,"Camartina Bio ",,,"70% Cabernet sauvignon, 30% Sangiovese","Querciabella",2008,79.2,0,"nicht gelistet",0,,174,29,"biodinamic, 1 Jahr im franz. Barrique. 25% neu. 6 Monate Flaschenlagerung."
843,"RED",,"Guado al Tasso ",,,"55% Cabernet s., 25% Merlot, 18% Cabernet f. 2% Petit verdot","Marchesi Antinori",2005,100.8,0,"nicht gelistet",0,,230,38,"Fermentation 15-20 Tage. 1 Jahr in franz. Barrique mit BSA. Assemlage, 6 Monate Barrique."
845,"RED",,"Guado al Tasso ",,,"60% Cabernet s., 30% Merlot, 10% Syrah","Marchesi Antinori",2001,85,3,,1,,215,35,"Fermentation 15-20 tage im Stahl. 1 Jahr in franz. Barrique mit BSA. Assemblage, 14 Monate Barrique, 1 Jahr Flaschenlagerung."
846,"RED",,"Le Stanze ",,,"80% Cabernet s.,20% Merlot","Poliziano",2017,33.8,2,,1,,93,15,"250-350m.ü.M. Gärung"
847,"RED",,"Bolgheri Rosso",,," Cabernet s.,   Cabernet f.,  Merlot","Grattamacco / Collemassari",2012,17.9,1,"2019-2 ",1,,60,9,
849,"RED",,"Grattamacco Rosso Bolgheri Superiore",,,"65% Cabernet s., 20% Merlot,  15% Sangiovese","Grattamacco / Collemassari",2015,68.9,1,"2018-3 ",1,,152,25,"Handlese. Gärung"
850,"RED",,"Insoglio del Cinghiale ",,,"30% Syrah, cabernet f., merlot, petit verdot","Tenuta Campo di Sasso / Lodovico Antinori",2021,16.9,1,"2022-2",1,,57,9,
851,"RED",,"Monteverro ",,,"45% Cabernet s., 35% Cabernet f., 10% Merlot,10%  Petit verdot","Monteverro",2012,109.7,0,"2019-1 ",1,,241,40,"Gärung"
852,"RED",,"Tinata Monteverro ",,,"70% Syrah, 30% Grenache","Monteverro",2010,58,3,,1,,128,21,"Gärung"
854,"RED",,"Sassicaia ",,,,"Tenut San Guido ",2021,290,3,,1,,590,98,
855,"RED",,"Sassicaia ",,,"85% Cabernet sauvignon, 15% Cabernet franc","Tenuta San Guido",2017,125.4,0,"nicht gelistet",0,,360,60,"100-300m.ü.M. Gärung; im Stahltank, ca. 2 Wochen auf der Schale mit Umwälzen, BSA im Stahltank. Ausbau; 24 Monate im franz. Eichenbarrqiue. Flaschenlagerung."
856,"RED",,"Sassobucato",,,"50% Merlot, 50% Cabernet sauvignon","Azienda Agricola Russo",2018,14.5,2,,1,,50,8,"80m.ü.m. Handlese. Gärung; im Stahl, Fermentation für 12 Tage. Mazeration für 15 Tage. BSA. Ausbau; 16 Moante in franz. EichenBarrique. 8 Moante Flaschenlagerung."
858,"RED",,"50 & 50 ",,,"Sangiovese & Merlot","Capannelle & Avignonesi",2007,89,1,"2018-2 ",1,,196,32,"Gärung; im Holz, Mazeration für 15-20 Tage. Ausbau; 18 Monate im franz. Eichenbarrique ( Mittlere Tostatur)"
859,"RED",,"Camarcanda",,,"50% Merlot, 40% Cabernet s., 10% Cabernet f.","Gaja-Ca'Marcanda",2018,110,1,,1,,242,40,
861,"RED",,"Castello di Bolgheri - Bolgheri Superiore",,,"cabernet s., merlot, cabernet f. ","Castello di Bolgheri",2019,46,2,,1,,101,16,"Handlese. Gärung"
862,"RED",,"Paleo ",,,"cabernet franc","Le Macchiole",2018,56,2,,1,,123,20,
863,"RED",,"Paleo ",,,"cabernet franc","Le Macchiole",2019,94.38,7,,1,,208,34,
864,"RED",,"Messorio",,,"Merlot","Le Macchiole",2019,188.76,2,,1,,415,69,"Lese in der 1 & 2 Septemberwoche. Gärung"
866,"RED",,"Tignanello ",,,"80% Sangiovese, 15%Cabernet s., 5% Cabernet f. ","Marchesi Antinori",2020,85.4,1,,1,,188,31,
867,"RED",,"Solaia",,,"75% Cabernet s, 20% Sangiovese, 5% Cabernet f.","Marchesi Antinori",2013,170,1,,1,,374,62,"BSA im Barrique. Ausbau; 18 Moante in franz. Und ungarischen EichenBarrique. Assemblage, kurze Flaschenlagerung."
868,"RED",,"Solaia",,,,,2020,273,2,,1,,601,100,"BSA im Barrique. Ausbau; 18 Moante in franz. Und ungarischen EichenBarrique. Assemblage, kurze Flaschenlagerung."
870,"RED",,"Solaia",,,"75% Cabernet s., 20% Sangiovese, 5% Cabernet franc","Marchesi Antinori",2006,358.6,1,,1,,750,125,"BSA im Barrique. Ausbau; 18 Moante in neuen  franz.  EichenBarrique. Assemblage, 1 Jahr Flaschenlagerung."
872,"RED",,"Desiderio  ",,,"85% Merlot, 15% Cabernet sauvignon","Avignonesi",2019,36,3,,1,,99,16,"Ausbau"
873,"RED",,"Cabreo Il Borgo ",,,"70% Sangiovese, 30% Cabernet sauvignon","Tenute del Cabreo Folonari",2016,31.9,1,"2016-1 2017-1 2020-1 ",1,,88,14,"300m.ü.M. Gärung im Stahltank. Mazeration für 15-18 Tage. Ausbau; Assemblage, in franz. Eichenfässern 30% neu, 40% zweite Belgeung, 30% dritte Belegung. 16-18 Moante. 6 Monate Flaschenlagerung."
875,"RED",,"Siepi ",,,"50% Sangiovese, 50% Merlot","Marchesi Mazzei",2006,75.6,1,"2016-1",1,,230,38,"260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung."
876,"RED",,"Siepi ",,,"50% Sangiovese, 50% Merlot","Marchesi Mazzei",2005,119.8,2,,1,,260,43,"260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung."
877,"RED",,"Lucente",,,"merlot, sangiovese, cabernet s.","Frescobaldi",2019,23.9,2,"2020-1",1,,78,12,
879,"RED",,"Cepparello",,,"Sangiovese","Isole e Olena",2019,85,1,,1,,195,32,"350-450 m.ü.M. Handlese. Gärung; Mazeration 21-28 Tage mit Umwälzen. Ausbau; 18 Monate in Barrique 225l, (95% franz. Eichenholz, 3% amerikanisches Holz, 1/3 neu.)"
880,"RED",,"Percarlo ",,,"Sangiovese","San Giusto a Rentennano",2014,50.8,3,,1,,112,18,"Gärung"
881,"RED",,"Saffredi",,,,"Le Pupille",2019,76.9,2,"2021-1  ",1,,169,28,
883,"RED",,"Le Serre Nuove dell'Ornellaia",,,"52% Merlot, 28% Cabernet s., 12% Petit verdot, 8% Cabernet f.","Tenuta Ornellaia",2020,39.9,1,,1,,110,18,"Handlese. Gärung; Fermentation im Stahl für 1 Woche. Mazeration 10 Tage. BSA. Ausbau; 15 Monate in Barrique, 25% neue, 75% zweite Belegung. Nach 12 Monaten Assemblage. 3 Monate Barrique. 6 Monate Flaschenlagerung."
887,"RED",,"Petra",,,"cabernet sauvignon, merlot","Petra",2018,34.5,1,"2020-2",1,,95,15,"Gärung; natürlich im Holz. Ausbau; in franz. Barrique(leichte Tostatur, kleiner teil sind neu) mit BSA für 18 Monate. Einige Monate Flaschenlagerung."
888,"RED",,"Le Difese",,,"70% Cabernet sauvignon, 30% Sangiovese","Tenuta San Guido",2013,14.3,2,"2011-1",1,,49,8,"Gärung; im Stahltank. Mazeration für 12-14 Tage Cabernet sauvignon, 15-18 Tage Sangiovese. Ausbau; 12 Monate in franz. EichenBarrique und ein kleiner Teil in amerikanischen Barrique."
889,"RED",,"Guidalberto ",,,"60% Cabernet sauvignon, 40% Merlot","Tenuta San Guido",2016,41.7,2,"2022-1 ",1,,115,19,"Gärung"
891,"RED",,"Flaccianello Bio ",,,,,2017,99,1,"2019-2 ",1,,218,36,
893,"RED",,"Barbicone ",,,"80% sangiovese, colorino, cannaiolo, ciliegiolo, 20% giacomino","Azienda Agricola Russo",2009,12.5,3,,1,,48,7,"80m.ü.M. Handlese. Gärung"
894,"RED",,"Il Pareto ",,,"cabernet sauvignon","Tenuta di Nozzole - Folonari",2018,41.52,3,,1,,114,19,"350m.ü.M. Gärung: im Stahltank. Mazeration auf der Schale für 15 Tage.  BSA. Ausbau"
895,"RED",,"Il Pareto ",,,"cabernet sauvignon","Tenuta di Nozzole - Folonari",2006,35,3,,1,,135,22,"350m.ü.M. Gärung: im Stahltank. Mazeration auf der Schale für 15 Tage.  BSA. Ausbau"
896,"RED",,"Fidenzio ",,,"cabernet s., cabernet f., merlot","Podere San Luigi",2008,35.64,1,"2009-2",1,,98,16,
897,"RED",,"La Mandria Del Pari ",,,"cabernet sauvignon","Azienda Agricola Russo",2009,19.8,3,,1,,65,10,"18 Monate im neuen Barrique"
898,"RED",,"Vigna d´Alceo ",,,"cabernet sauvignon, petit verdot","Castello di Rampolla",2011,110.4,2,"2004-1",1,,243,40,"380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 Tage. BSA. Ausbau; 14-16 Monate in Barrique 225l, Tonneau 500l. 24 Monate Flaschenlagerung."
899,"RED",,"La Ricolma",,,"Merlot","San Giusto a Rentennano",2009,43.96,2,"2018-1 ",1,,121,20,"Gärung"
900,"RED",,"Cont´Ugo ",,,"Merlot","Marchesi Antinori",2011,24.7,3,,1,,80,13,"Gärung"
901,"RED",,"Casalferro ",,,"Merlot","Barone Ricasoli",2010,22.44,3,,1,,73,12,"350-400m.ü.M. Gärung"
902,"RED",,"Syrah Perbruno ",,,"Syrah","I Giusti & Zanza",2011,11.09,3,,1,,43,7,"Ausbau"
904,"RED",,"Brunello di Montalcino ",,,,"Uccelliera",2018,44,2,,1,,121,20,
905,"RED",,"Brunello d Montalcino Vigna Spunali",,,"sangiovese","Val di Suga",2013,38,1,,1,,105,17,
907,"RED",,"Brunello di Montalcino ",,,"Sangiovese","Casanova di Neri",2018,43.56,3,,1,,120,19,"Handlese. Gärung"
908,"RED",,"Brunello di Montalcino Castelgiocondo",,,"Sangiovese","Frescobaldi",2015,35.5,1,"2012-1 2019-1  2016-1",1,,98,16,"250-450m.ü.M. Handlese. Gärung"
909,"RED",,"Brunello di Montalcino Il Divasco ",,,"Sangiovese","La Rasina",2004,53,2,"2012-1 ",1,,117,19,"Gärung; Mazeration auf der Schale für 15 Tage im Stahl. Ausbau; 1 Jahr im kleinen Holzfass, weitere 12 Monate in grossen Holzfässern.. 15 Monate Flaschenlagerung. "
910,"RED",,"Brunello di Montalcino ",,,"Sangiovese","Poggio di Sotto",2011,114.8,2,,1,,253,42,"200-450m.ü.M. andlese. Gärung; Holzbottich, spontane Fermenation, Lange Mazeration mit Umwälzen. Ausbau; 48 Monate in Eichenholz 30hl. 8 Monate Flaschenlagerung. "
911,"RED",,"Brunello di Montalcino",,,"Sangiovese","Tenuta Il Poggione",2015,38.4,3,,1,,106,17,"Handlese. Gärung"
912,"RED",,"Brunello di Montalcino ",,,"Sangiovese","Pian dell'Orino",2009,91.2,3,,1,,201,33,"340m.ü.M. Gärung"
913,"RED",,"Brunello di Montalcino",,,"sangiovese","Pietroso",2015,30,1,"2017-2",1,,97,16,
915,"RED",,"Brunello di Montalcino Luce",,,"Sangiovese","Frescobaldi",2008,70.2,2,,1,,154,25,"36 Monate in Holz und Barrique ( franz. und sloven.)"
916,"RED",,"Rosso di Montalcino",,,"Sangiovese","Biondi e Santi",2019,52.5,2,,1,,116,19,"250-500m.ü.M. Ausbau"
917,"RED",,"Rosso di Montalcino ",,,"Sangiovese","Casanuova di Neri",2011,15.5,3,,1,,53,8,"Handlese. Gärung"
918,"RED",,"Rosso di Montalcino ",,,"Sangiovese","Lisini",2010,15.3,3,,1,,52,8,"BSA. 6 Monate im Eichenholz. 3 Monate Flaschenlagerung."
919,"RED",,"Rosso di Montalcino ",,,"Sangiovese","Pian dell'Orino",2014,36,1,"2016-2 ",1,,99,16,"Gärung"
921,"RED",,"Brunello di Montalcino Vigna del Lago",,,"sangiovese","Val di Suga",2013,34.9,2,,1,,96,15,
923,"RED",,"Morellino di Scansano ",,,"85% Sangiovese, 15% Ciliegiolo,Colorino,Alicante,Syrah","Podere 414",2012,6.89,2,"2011-1",1,,31,5,"Gärung"
924,"RED",,"Morellino Poggiargentiera",,,,"Capatosta",2008,17.3,2,"2011-1",1,,58,9,
926,"RED",,"Le Pergole Torte",,,"sangioves",,2018,101.95,0,"nicht gelistet",0,,224,37,
927,"RED",,"Le Pergole Torte ",,,"Sangiovese","Montevertine",2020,112.2,4,,1,,247,41,
929,"RED",,"Barbaresco Ronchi ",,,"Nebbilo","Rocca Albino",2016,33.5,0,"nicht gelistet ",0,,92,15,"240m.ü.m. Ausbau; 80% in deutschen & österreichischen Eichenholz20hl, 20% in franz. Barrique für 2 Jahre."
931,"RED",,"Barbaresco ",,,,"Angelo Gaja",2011,186,2,,1,,409,68,"Preis"
932,"RED",,"Barbaresco ",,,"Nebbiolo","Bruno Rocca",2017,30.78,1,,1,,85,14,"Gärung"
933,"RED",,"Barbaresco Rabaja ",,,"Nebbiolo","Bruno Rocca",2012,65.97,1,"2019-2 ",1,,145,24,"BIO. Gärung, Klatmazeration, 3 Wochen fermentation, spontanvergärung. Ausbau; in 20% neuen und 80% gebrauchten Barrique für 14 - 18 Monate."
934,"RED",,"Barbaresco Valeriano",,,"nebbiolo","La Spinetta",2009,116.95,2,,1,,257,42,"450m.ü.M. auf Kalkböden Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 32 -34 Monate. 3 Monate im Stahl. Dann 5-6 Jahre Monate Flaschenlagerung. Keine Schönung, Filtration"
935,"RED",,"Barbaresco Vigneto Starderi",,,"Nebbilo",,2010,99.9,2,,1,,220,36,
938,"RED",,"Barbaresco Vigneto Starderi ",,,"Nebbiolo","La Spinetta",2012,107,2,,1,,235,39,"270m.ü.M. Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 20-22 Monate. 3 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration"
939,"RED",,"Barbaresco Vigneto Starderi ",,,"Nebbiolo","La Spinetta",2005,93.2,1,,1,,215,35,"270m.ü.M. Gärung; 7-8 tag Fermentation. BSA im Barrique. Ausbau; franz. Barrique (mittlere Tostatur) für 20-22 Monate. 3 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration"
940,"RED",,"Costa Russi ",,,"Nebbiolo","Angelo Gaja",1999,180,1,,1,,465,77,"Ausbau zuerst in franz. Barrique, danach in slow. Grossen Holzfässern für 18-26 Monate. Flaschenlagerung."
941,"RED",,"Barbera d'Asti Cotamiole ",,,"Barbera","Prunotto",2008,,3,,1,,48,8,"Gärung; 15 Tage Mazeration mit 4x täglichem Umwälzen. Ausbau; BSA, 12 Monate in franz. EichenBarrqiue. "
942,"RED",,"Barbera d'Asti Bricco dell'Uccellone",,,"Barbera","Braida",2015,33.5,1,"2014-1",1,,92,15,"Gärung; Mazeration auf der Schale für 20 tage. Ausbau; 12 Moante im EichenHolzfass 225l, 12 Monate Flaschenlagerung."
943,"RED",,"Barbera d'Asti Ca di Pian ",,,"Barbera","La Spinetta",2011,13.62,1,"2017-1 2019-1",1,,47,7,"300m.ü.M. Gärung; 7-8 Tage. BSA im Holz. Ausbau; 12 Monate in franz. Barrique ( mittlere Tostatur). 6 Monate im Stahl. 12 Monate Flaschenlagerung. Keine Schönung, Filtration"
946,"RED",,"Barbera d'Asti Superiore Vanet",,,"Barbera","Cascina Ferro",2011,10.3,3,,1,,41,6,"250m.ü.M. Handlese. Gärung"
947,"RED",,"Barbera d'Alba Trevigne ",,,"Barbera","Clerico Domenico",2011,10.8,3,,1,,42,7,"Handlese. Gärung; Mazeration auf der Schale für 10-14 Tage. Ausbau, 12-16 Monate in franz. EichenBarrique (5%neu / 50% zweit Belegung)"
948,"RED",,"Barbera d'Alba Gepin",,,"Barbera","Rocca Albino",2011,14.5,1,"2016-1 2017-1",1,,50,8,"240m.ü.M. Ausbau; 14 Monate 80% in deutschen & österreichischen Eichenholz, 20% in franz. Barrique"
949,"RED",,"Barbera del Monferrato Rivalta ",,,"Barbera","Villa Sparina",2003,27.3,2,,1,,88,14,"300-320m.ü.M. Handlese. Gärung; Fermentation 2 Wochen. BSA. Ausbau; 12 Moante 20% im stahl, 80% in Barrique. 1 Jahr Flaschenlagerung. "
950,"RED",,"Barolo Prapò",,,"Nebbiolo","Germano Ettore",2009,30.9,0,"nicht gelistet",0,,85,14,"350-370m.ü.M. Gärung; 30 Tage auf der Schale. Ausbau; 24 Monate in Eichenholz, 15 Monate Flaschenlagerung. "
952,"RED",,"Barolo Cascina Francia ",,,,"Conterno Giacomo",2018,159.72,2,,1,,351,58,"21 Monate Barrique."
955,"RED",,"Barolo ",,,"Nebbiolo","Elio Altare",2013,59.7,2,,1,,131,21,"Gärung"
956,"RED",,"Barolo Aeroplan Servaj ",,,"Nebbiolo","Clerico Domenico",2011,79.15,2,,1,,174,29,"Handlese. Gärung; Mazeration auf der Schale im Rotortank für 30 Tage. Ausbau; 26-36 Monate in franz. EichenBarrique (80% neu, 20% zweite Belegung)"
959,"RED",,"Barolo Pajana ",,,"Nebbiolo","Clerico Domenico",2006,89.25,3,,1,,196,32,"Handlese. Gärung; im Rotortank auf der Schale für 20-30 Tage. Ausbau; 24-30 Monate in franz. Barrique (80% neu, 20% zweite Belegung)"
960,"RED",,"Barolo Vigna Cappella di Santo Stefano",,,"Nebbiolo","Rocche dei Manzoni",2015,54.65,1,,1,,125,20,"BIO. Gärung; 20-25 Tage auf der Schale. Ausbau, 28 Monate in eichenholz. 12 Monate Flaschenlagerung."
961,"RED",,"Barolo Riserva",,,,"Marchesi di Barolo",2008,74,3,,1,,163,27,
962,"RED",,"Barolo Sori Ginestra ",,,"Nebbiolo","Conterno Fantino",2011,58.75,1,"2012-2 ",1,,129,21,"340-360m.ü.M. Handlese. Gärung; Mazeration auf der Schale für 8-15 Tage im Stahltank. Ausbau; 24 Monate in franz. Barrique, 12 Monate Flaschenlagerung."
963,"RED",,"Barolo",,,"Nebbiolo","Cerviano Abbona",2016,35.5,3,,1,,98,16,"Gärung"
965,"RED",,"Barolo Romirasco ",,,"Nebbiolo","Conterno Aldo",2006,166.55,1,"2005-2",1,,366,61,"Gärung"
967,"RED",,"Arte",,,"90% Nebbiolo, 10% Barbera","Clerico Domenico",2012,19.5,1,"2014-2",1,,65,10,"Barbera,Gärung im Rotortank für 10-12 Tage. Nebbiolo für 12-14 Tage. Ausbau; 16-18 Monate in neuen franz. Barrique."
969,"RED",,"Dolcetto Papá Celso ",,,"Dolcetto","Marziano Abbona",2011,9.4,3,"2014-1",1,,38,6,"Gärung; Fermentation 5-7 Tage im Stahl. Ausbau; 10 Monate im Stahl, 2 Monate Flaschenlagerung."
970,"RED",,"Nebbiolo ",,,"Nebbiolo","Elio Altare",2018,19.5,3,,1,,65,10,"Gärung"
971,"RED",,"Nebbiolo Langhe ",,,,"La Spinetta",2012,12.6,2,,1,,48,8,"270m.ü.M. Rebalter"
972,"RED",,"Lessona",,,"Nebbiolo","Proprietà Sperino",2011,32,0,"nicht gelistet",0,,88,14,"280-350m.ü.M."
973,"RED",,"Monprà",,,"50% Nebbiolo, 50% Barbera","Conterno Fantino",2012,22.18,1,"2020-2 ",1,,72,12,"Gärung"
976,"RED",,"Montepulciano d'Abruzzo ",,,"Montepulciano d´Abruzzo","Praesidium",2005,27.8,2,,1,,89,14,"Gärung"
977,"RED",,"Montepulciano d´Abruzzo ",,,,"Villa Gemma Masciarelli",2006,45,2,"2018-1",1,,124,20,"400m.ü.mM. "
978,"RED",,"Montepulciano d´Abruzzo Riserva Zanna",,,"Montepulciano","Illuminati",2008,12.5,2,,1,,48,7,"287m.ü.M. Gärung"
979,"RED",,"Montepulciano Marina Cvetic",,,,"Masciarelli",2009,16,2,,1,,54,9,"24 Monate in franz. Barrique."
984,"RED",,"Fobiano ",,,"70% Merlot, 30% Cabernet s. ","La Carraia",2009,15.4,3,,1,,52,8,"Gärung"
985,"RED",,"Rosso di Montefalco Sallustio BIO",,,"60% Sangiovese, 25% Barbera, 15% Sagrantino","Di Filippo",2011,8.13,3,,1,,33,5,"Gärung"
986,"RED",,"Sagrantino di Montefalco BIO",,,"Sagrantino","Di Filippo",2008,21.2,1,"2019-2 ",1,,70,11,"Gärung; traditionell, verlängert. Ausbau; 18-24 Monate in Barrique & Tonneau."
987,"RED",,"Campoleone ",,,"50% Sangiovese, 50% Merlot","Lamborghini",2010,18.7,1,,1,,62,10,"Gärung; Mazeration von 18 tage auf der Schale, BSA. Ausbau; separat für 12 Moante in franz. EichenBarrique. 6 Monate Flaschenlagerung."
988,"RED",,"Montefalco 25 Anni ",,,"Sagrantino","Arnaldo Caprai",2009,56.25,2,"2010-1",1,,,124,20
995,"RED",,"Kurni",,,"Montepulciano","Oasi degli Angeli",2019,94.55,3,,1,,208,34,"ein Teil der Trauben werden getrocknet. 12 Monate in Barrique"
1000,"RED",,"Montiano ",,,"Merlot","Cotarella",2016,39.9,2,"2018-1",1,,110,18,"300m.ü.M. Gärung; Mazeration auf der Schale für 15 Tage im Stahl, BSA im Barrique. Ausbau; 12 Monate in franz. Barrique."
1005,"RED",,"Contado Riserva ",,,"Aglianico","Di Majo Norante",2009,8.22,5,,1,,34,5,"100m.ü.M. Gärung; traditionell, Mazeration auf der Schale für 1 Monat, BSA. Ausbau; ein Teil in mittleren Holzbottich, rest im Stahl. 6 Monate Flaschenlagerung."
1006,"RED",,"Don Luigi ",,,"90% Montepulciano, 10% Aglianico","Di Majo Norante",2009,18.48,1,"2011-1",1,,61,10,"100m.ü.M. Gärung; traditionell, Mazeration auf der Schale für 1 Monat, BSA. Ausbau; in neuen Barrique für 12 Monate. 6 Monate Flaschenlagerung."
1011,"RED",,"Terra di Lavoro ",,,"90% Aglianico, 10% Piedirosso","Galardi",2009,35.1,3,,1,,97,16,"400m.ü.M. Gärung"
1016,"RED",,"""Jo"" Negroamaro Salento",,,"Negramaro","Gianfranco Fino",2012,33.66,2,,1,,93,15,"Handlese. Gärung; im Stahltank. Mazeration für 3-4 Wochen. Ausbau; 12 Monate in franz. EichenBarrique 50%neu, mit täglicher Batonnage. 6 Monate Flaschenlagerun. Keine schönug, filtration"
1018,"RED",,"Selvarosso Riserva Salice Salentino",,,"85% Negroamaro, 15% Malvasia nera","Cantine due Palme",2010,13.86,1,,1,,48,7,"Handlese. Gärung"
1019,"RED",,"Il Falcone Riserva ",,,"70& Nero di troia, 30% Montepulciano","Tenuta Rivera",2007,11.4,2,,1,,44,7,"400m.ü.M. Gärung; 15 Tage mit Umwälzen. Ausbau; 14 Monate 50% in franz.Eichen Barrique, 50% im grossenEichenHolz. 1 Jahr Flaschenlagerung."
1024,"RED",,"La Firma ",,,"Aglianico del vulture","Cantine del Notaio",2010,25.7,1," 2011-1",1,,83,13,"Handlese. Gärung; Mazeration 20 Tage. Ausbau; 12 Moante in  Holz unf Tonneau, (in einer Grotte von Fulkangestein). 1 Jahr Flaschenlagerung."
1034,"RED",,"Rocca Rubia Riserva",,,"carignano ","Santadi",2020,14.4,2,,1,,49,8,"10-12 Monate in Barrique. Einige Monate Flaschenlagerung."
1035,"RED",,"Barrua - Isola die Nuraghi",,,"carignano, cabernet s., merlot","Agricola Punica",2010,27.5,2,,1,,88,14,"Handlese. Gärung"
1036,"RED",,"Turriga ",,,"cannonau, malvasia nera, carignano, bovale sardo","Argiolas",2010,75.24,1,"2019-1 ",1,,166,27,"230m.ü.M. Handlese. Gärung"
1037,"RED",,"Terre Brune Carignano del Sulcis Superiore",,,"95% Carignano, 5% Bovaleddu","Santadi",2009,36.4,1,"2019-2 ",1,,100,16,"Handlese. Gärung"
1042,"RED",,"Noá",,,"40% Nero d'avola, 30% Merlot, c30% Cabernet s.","Cusumano",2016,20.2,2,,1,,67,11,"Handlese. Gärung"
1043,"RED",,"Tancredi ",,,"nero d'avola, cabernet sauvignon, tannat","Donnafugata",2008,17.5,1,"2013-1 2009-1",1,,59,9,"200-600m.ü.M. Gärung; Fermentation im Stahl mit Mazeration auf der Schale für 12 Tage. Ausbau; mit BSA, 14 Monate in franz.Barrique und Tonneau (neu und zweite Belegung). 24 Moante Flaschenlagerung."
1044,"RED",,"Camelot ",,,"cabernet sauvignon, merlot","Firriato",2010,17.55,2,,1,,59,9,"235m.ü.M. Handlese. Gärung"
1045,"RED",,"Don Antonio ",,,"Nero d'avola","Morgante",2010,16.63,3,,1,,56,9,"450-550 m.ü.M. Gärung; im Stahl, Mazeration auf der Schale für 20 Tage. BSA im Stahl. Ausbau; 12 Monate in neuen franz. Barrique 225l, 12 Monate Flaschenlagerung."
1046,"RED",,"Mille e una Notte ",,,"Nero d'avola","Donnafugata",2018,43.1,1,"2019-1",1,,119,19,"200-600m.ü.M. Gärung; im Stahl, Mazeration auf der Schale für 12 Tage. Ausbau; 15-16 Monate in neuen franz. Barrique. 30 Monate Flaschenlagerung."
1047,"RED",,"Cabernet Sauvignon Burdese ",,,"70% Cabernet sauvignon, 30% Cabernet Franc","Planeta",2013,15.5,1,,1,,53,8,"Gärung"
1050,"RED",,"Rosso Etna ",,,"nerello mascalese, nerello cappuccio","Le Vigne di Eli",2014,10.3,3,,1,,41,6,
1052,"RED",,"Karasi",,,"Arein Noir","Zorah Wines",2014,14.9,8,,1,,51,8,"1400m.ü.M. Gärung; im Stahl. Ausbau;12 Monate in Amphoren, einige davon Vergraben in der Erde. 6 Monate Flaschenlagerung( Karas = Name der Amphoren)"
