storage_area,TYPE,name,information,dosage,,winery_name,vintage,purchase_price,quantity,other vintages,Spalte12,sales_price,glass_price,internal_notes,,,,,,,
622,RED,,,,,,,,,,,7,1,450m.ü.M. Gärung; Edelstahlfass. Ausbau; mit BSA im Holzfass.,,,,,,,
623,RED,,,,,,,,,,,7,1,Gärung; 2 Woche Mazerationszeit. BSA Ausbau; 16 Monate in Barrique 1/4neu,,,,,,,
624,RED,Cabernet,,,,,,,,,,7,1,Gärung; im Rotortank. Ausbau; 15 Monate Barrique,,,,,,,
625,RED,Cabernet Sauvignon Lafoa,,,,Schreckbichl Colterenzio,2022,55,2,2020-1,,121,20,"430m.ü.M. Gärung; Maischgärng für 10 Tage mit Umwälzung, Mazeration für 10-14 Tage. Ausbau; neue & gebrauchte Barique mit BSA, 18 Monate mit mehrmaligem ""umziehen"". Grobfiltration ",,,,,,,
626,RED,Cabernet Riserva Sass Roa,,,,Laimburg,2019,15.9,1,"2020-1 2021-2 17,5",,54,8,300m.ü.M. Ausbau; 20 Monate im EichenHolz,,,,,,,
627,RED,Cabernet Riserva Pfarrhof ,,,"95% Cabernet Sauvignon, 5% Merlot",Kellerei Kaltern,2013,22,1,quintessenz 2017-4 ,,72,11,"Gärung; Maischgärung im Holzbottich, 4 wöchige Mazeration, BSA. Ausbau;  18 Monate im Barrique 50%neu. Leichte Filtration",,,,,,,
628,RED,Cabernet Riserva Pfarrhof ,,,"95% Cabernet Sauvignon, 5% Merlot",Kellerei Kaltern,2010,17.9,1,,,78,13,"Gärung; Maischgärung im Holzbottich, 4 wöchige Mazeration, BSA. Ausbau;  18 Monate im Barrique 50%neu. Leichte Filtration",,,,,,,
629,RED,,,,,,,,,,,7,1,,,,,,,,
630,RED,Cabernet Löwengang ,,,,,2003,,0,nicht gelistet,3,120,20,,,,,,,,
631,RED,,,,,,,,,,,7,,,,,,,,,
632,RED,Löwengang Uvaggio Storico,BIO,,,Tenutae Lageder,2019,57.9,3,,,127,21,"BIO, 230-330m.ü.M. als Traubenverschnitt gekeltert. Gärung; spontane Maischgärung für 15 Tage, BSA im Stahltank. Ausbau; kleine Holzfässer 225l franz. Eiche 1/3neu.",,,,,,,
633,RED,Cabernet Sauvignon Cor Römigberg,,,,,2018,36.9,6,neu,,101,16,,,,,,,,
634,RED,,,,,,,,,,,7,1,,,,,,,,
635,RED,Cabernet Cor Römigberg ,,,"Cabernet Sauvignon, Petit Verdot",Tenutae Lageder,2008,52.25,4,,,120,20,"BIO, 250-330m.ü.M. Gärung; spontane Maischegärung für 15 Tage, BSA im Stahltank. Ausbau; 18 Monate in franz. Eiche von 150 & 225l, 1/2 Neu. ",,,,,,,
636,RED,,,,,,,,,,,,,,,,,,,,
637,RED,Cabernet Cor Römigberg ,,,,Tenutae Lageder,2004,42,0,nicht gelistet,1,130,21,,,,,,,,
638,RED,cabernet cor Römigberg,,,,Tenutae Lageder,2018,44.2,3,,,120,20,,,,,,,,
639,RED,,,,,,,,,,,7,1,,,,,,,,
640,RED,Cabernet Riserva Burgum Novum ,,,,Castelfeder,2012,14.9,2,2016-1 ,,51,8,"Gärung; Umpumpen des Mostes1x täglich, für die intakthaltung mit den Schalen. BSA. Ausbau; 15 Monate in kleinen Barrique 50% neu. Schonenden Eiweissklärung. Flaschenlagerung 6 Monate.",,,,,,,
641,RED,Cabernet Riserva Kampill,,,"Cabernet Sauvignon, Cabernet Franc",Unterganzner,2016,18.5,0,2019-2,1,62,10,"Gärung; Maischekontakt von 10 Tagen, Edelstahltank. Ausbau; BSA, 1-18 Monate in franz. EichenBarrique 50%neu. ",,,,,,,
642,RED,,,,,,,,,,,7,1,"Gärung; Maischekontakt von 10 Tagen, Edelstahltank. Ausbau; BSA, 1-18 Monate in franz. EichenBarrique 50%neu. ",,,,,,,
643,RED,,,,,,,,,,,7,1,,,,,,,,
644,RED,Cabernet Riserva Kirchhügel ,,,"85% Cabernet Sauvignon, 15% Cabernet Franc",Kellerei Kurtatsch,2011,9.3,1,2012-1,1,37,6,"Gärung; Rotortank. Ausbau; 14 Monate Barrique, danach im grossen Holzfass",,,,,,,
645,RED,Cabernet Freienfeld ,,,Cabernet Sauvignon,Kellerei Kurtatsch,2017,39.9,1,2020-2,,110,18,"Gärung; Rotortank. Ausbau; 50%neu, 50% 2-4 Jahre alten Barrique für 14 Moante. Assemblage im grossen Holzfass. Lange Flaschenlagerung.",,,,,,,
646,RED,,,,,,,,,,,,,,,,,,,,
647,RED,Cabernet Riserva Staves ,,,Cabernet Sauvgnon,Kornellhof,2011,17,1,staffes 2020-2 ,,57,9,"270-320m.ü.M. Gärung; im Holzbottich mit Maischekontakt für 12 Tage. Ausbau; BSA, 20 Monate in Barrique",,,,,,,
648,RED,Cabernet Riserva Staves ,,,Cabernet sauvignon,Kornellhof,2007,14.2,0,aus,,49,8,"270-320m.ü.M. Gärung; im Holzbottich mit Maischekontakt für 12 Tage. Ausbau; BSA, 20 Monate in Barrique",,,,,,,
649,RED,Cabernet Sauvignon ,,,,Tiefenbrunner,2022,15,2,,,51,8,"230-320m.ü.M. Gärung; Edelstahltank. Ausbau; BA, 8 Monate in grossen und kleinen EichenHolzfässern.",,,,,,,
650,RED,,,,,,,,,,,7,1,,,,,,,,
651,RED,,,,,,,,,,,7,1,,,,,,,,
652,RED,,,,,,,32,,,,88,14,,,,,,,,
653,RED,,,,,,,,,,,7,1,,,,,,,,
654,RED,Cabernet Franc Amistar,,,Cabernet Franc,Peter Sölva & Söhne,2020,37.9,1,2016-1,1,104,17,"Gärug; Edelstahltank. Ausbau; BSA, 1 Jahr in Barrique 1/3neu",,,,,,,
655,RED,Cabernet Sauvignon Riserva,,,,Griesbauer,2016,20.9,1,"Marmot- 1  Marmot20-1 (20,9)",,69,11,,,,,,,,
656,RED,Cabernet Istrice,,,"90% Cabernet Sauvignon, 10% cabernet Franc",Elena Walch,2018,17.9,2,2019-1 2022-2 ,,60,9,400m.ü.M. Gärung; traditionelle Maischegärung im Stahltank für ca. 10 Tage. Ausbau; BSA im Holzfass. 12 Monate in franz. Barrique. Lange Flaschenlagrung.,,,,,,,
657,RED,Cabernet Riserva Ringberg,,,Cabernet sauvignon,Elena Walch,2018,32.3,2,2021-1,,89,14,350m.ü.M. Gärung; Maischegärung von ca. 10 Tagen mit anschliessender BSA. Ausbau; 18 Monate in franz Barrique. Lange Flaschenlagerungen. Nur die besten Jahrgänge werden vinifiziert!,,,,,,,
658,RED,Cabernet Mumelter,,,"Cabernet Sauvignon, Cabernet Franc",Kellerei Bozen,2017,25,3,,,81,13,330m.ü.M. Gärung; traditionelle Rotweinvergärung im Holzfass. Ausbau; 1 Jahr in franz. Barrique und im grossen Holzfass.,,,,,,,
659,RED,Cabernet Riserva Siemegg,,,"70% Cabernet Sauvignon, 30% Cabernet Franc",Kellerei Terlan,2012,10.84,1,,,42,7,"250-399m.ü.M. Handlese. Gärung; Edelstahltank mit Maischebewegung. Ausbau; BA, 12 Monate 70% grossen Holzfass, 30% in Barrique 1/3neu. Assemblage 3 Monate vor der Flaschenabfüllung.",,,,,,,
660,RED,Cabernet Raut,,,,Waldthaler,2009,21.1,2,,1,69,11,,,,,,,,
661,RED,Barleith,,,"Cabernet s. , cabernet f. ",Tröpfltalhof,2020,37.9,3,,,104,17,"Gärung; spontan in der Tonamphore, 8 wochen auf der Schale. Ausbau; 1  Jahr im Eichenfass, dann zurück in die Amphore.",,,,,,,
662,RED,,,,,,,,,,,7,,,,,,,,,
663,RED,,,,,,,,,,,7,1,,,,,,,,
664,RED,Lagrein,,,,,,,,,,7,1,,,,,,,,
665,RED,,,,,,,,,,,7,1,,,,,,,,
666,RED,Lagrein Risera,,,,Kiemberger,2018,18.9,3,,,63,10,,,,,,,,
667,RED,Lagrein Riserva Weingarten Klosteranger,,,,Abtei Muri,2018,52,3,,,114,19,,,,,,,,
668,RED,Lagrein Villa Schmid ,,,Lagrein,Schmid-Oberrautner,2011,8.3,1,,2,34,5,"Handlese. Gärung; natürliche Maischegärung Holzfass. Ausbau; BSA un Reife im EichenHolzfass, 20% amerikanischen Barrique.",,,,,,,
669,RED,,,,,,,,,,,7,1,,,,,,,,
670,RED,,,,,,,,,,,7,1,"Gärung; Rotortank. Ausbau; 12 Moante in Barrique, anschliessend lagerung im grossen Holzfass",,,,,,,
671,RED,Lagrein Gran Lareyn BIO,,,Lagrein,Loacker Schwarhof,2020,14.6,1,2021-2 ,,50,8,"Gärung; Rotortank. Ausbau; 12 Moante in Barrique, anschliessend lagerung im grossen Holzfass",,,,,,,
672,RED,Lagrein Frauenhügel,,,Lagrein,Kellerei Kurtatsch,2018,18,2,2021-1 ,,60,10,"Gärung; Rotortank. Ausbau; 12 Moante in Barrique, anschliessend lagerung im grossen Holzfass",,,,,,,
673,RED,Lagrein ,,,,Rottensteiner,2019,9.2,1,2020-6,,37,6,Gärung; Betonfass. Ausbau; grossem Holzfas.,,,,,,,
674,RED,Lagrein Grieser Riserva Select,,,,Rottensteiner,2017,16.6,1,2021-2 ,,56,9,Ausbau; 12 Monate im franz. Barrique,,,,,,,
675,RED,Lagrein Riserva Thurnhof ,,,,Andreas Berger,2016,16.90,1,2018-1 2021-1 ,,57,9,Ausbau; franz. Tonneau 550l für 18 Monate. ,,,,,,,
676,RED,,,,,,,,,,,7,1,Ausbau; franz. Tonneau 550l für 18 Monate. ,,,,,,,
677,RED,Lagrein Riserva,,,,Griesbauerhof,2016,20.90,1, 2017-1 2020-1 ,,69,11,300m.ü.M. seit 1785 im Besitz der Fam. Mumentaler,,,,,,,
678,RED,,,,,,,,,,,7,1,300m.ü.M. seit 1785 im Besitz der Fam. Mumentaler,,,,,,,
679,RED,Lagrein Riserva,,,Lagrein ( Kurzstiel und Langstiel),Unterganzner,2018,18.6,2,2019-1,,62,10,"Gärung; Edelstahltank, Maischekontaktzeit von 8 Tagen. Ausbau; BSA, 15-18 Monate in kleinnen Holzfässern",,,,,,,
680,RED,Lagrein Riserva Taber,,,,Kellerei Bozen,2021,31.90,3,,,90,15,250m.ü.M. Gärung; traditionelle Rotweinvergärung im Holzfass. Ausbau; 1 Jahr in franz. Barrique.,,,,,,,
681,RED,,,,,,,,,,,7,1,250m.ü.M. Gärung; traditionelle Rotweinvergärung im Holzfass. Ausbau; 1 Jahr in franz. Barrique.,,,,,,,
682,RED,Lagrein Riserva Prestige Line ,,,,Kellerei Bozen,2018,19,2, 20-2,,63,10,Gärung; traditionelle Rotweinvergärung  im Holz. Ausbau; 1 Jahr in franz. Barrique und grossen Holzfass,,,,,,,
683,RED,,,,,,,,,,,7,1,Gärung; traditionelle Rotweinvergärung  im Holz. Ausbau; 1 Jahr in franz. Barrique und grossen Holzfass,,,,,,,
684,RED,,,,,,,,,,,7,1,,,,,,,,
685,RED,,,,,,,,,,,7,,,,,,,,,
686,RED,Lagrein Riserva,,,,Waldgries,2021,17.5,4,,,59,9,"Gärung; Maischestandzeit bis zu 35 Tagen im Bottich, 10% mit ganzen Trauben vergoren.. Ausbau; 1/3 grosses Holzfass, 2/3 Barrique für 12 Monate",,,,,,,
687,RED,,,,,,,,,,,7,1,,,,,,,,
688,RED,Lagrein Mirell,,,,Waldgries,2020,31.00,3,,,87,14,"Gärung; Maischenstandzeit bis zu 35 Tagen im Bottich, 10% der Taruebn werden spätreif gelesen. Ausbau; Barrique",,,,,,,
689,RED,Roblinus de Waldgries,,,,Waldgries,2018,64.90,0,nicht gelistet,2,143,23,250m.ü.M.,,,,,,,
690,RED,,,,,,,,,,,7,1,"1/3 der Trauben werden für 2 Monate getrocknet, der Rest einige Tage Kaltmazeration. Danach Maischegärung im kleinen Holzbottich mit Tresterbewegug, 30 Monate Barriquelageurng. ",,,,,,,
691,RED,Lagrein Riserva Carano,,,,Baron di Pauli,2016,22.40,2,2019-1 ,,73,12,"Gärung; spontangärung im offenen Gärbehälter, Maischemazeration von 25 Tagen. Ausbau; Barrique 50%neu, BSA, 18 Monate im kleinen Fass",,,,,,,
692,RED,Lagrein Riserva Kristan,,,,Egger Ramer,2011,15.00,1,2012-1 2021-1,,51,8,12 Monate im grossen Holzfass.,,,,,,,
693,RED,Lagrein Riserva BIO,,,,Happacherhof,2019,15.30,3,,,52,8,"Maischegärung, anschliessende 15 Monate im Eichenfass.",,,,,,,
694,RED,Lagrein Riserva,,,,Messnerhof,2011,12.30,1,2012-1,,47,7,"Ausbau;zu je  1/3 im grossen Holzfass, Tooneau 500l, gebrauchte Barrique für 18 Monate.",,holen,fehlt,,,,
695,RED,Lagrein,,,,Putzenhof,2011,9.15,2,,1,37,6,Gärung; traditionelle Maischegärung im Edelstahlfass mit Umwälzung. Ausbau; 12 Monate im grossen Eichenfass,,,,,,,S
696,RED,Lagrein Riserva,,,,Reyter Hof,2013,15.90,1,2015-2,,54,8,,,,,,,,
697,RED,Lagrein Raut,,,,Waldthaler,2009,21.10,1,,2,69,11,"Seit 1983 werden unter dem geschützten Markenzeichen RAUT die hochwertigsten Weine unserer Auer Lagen abgefüllt.
Weine aus selektioniertem Lesegut der Sorten Merlot, Lagrein und Cabernet gekeltert und mit größter Sorgfalt nach traditionellen Methoden ausgebaut. Reife in der Regel für 3-4 Jahre in Eichenfässern 225-500l.
Erst nach einigen weiteren Monaten Flaschenreife verlässt ein echter RAUT unsere Keller.",,,,,,,
698,RED,Lagrein ,,,,Muri Gries,2016,6.95,5,2020-2,,31,5,260m.ü.M. Gärung; Edelstahltank 8 Tage. Ausbau; 6 Monate im grossen Holzfass ,,,,,,,
699,RED,Lagrein Riserva Abtei,,,,Muri Gries,2020,20.90,3,2021-2,,69,11,"260-280m.ü.M. Gärung; Edelstahltank für 14 Tage, BSA. Ausbau; 15 Monate im kleinen Holzfass. ",,,,,,,
700,RED,,,,,,,,,,,,,,,,,,,,
701,RED,,,,,,,,,,,7,1,,,,,,,,
702,RED,Lagrein Calldiv ,,,,von Braunbach,2011,8,3,,,33,5,mehrjährigem Lagerungs-und Reifungsprozess,,,,,,,
703,RED,Lagrein aus Gries Blacedelle ,,,,Niedermayr,2011,8.25,2,,1,34,5,Gärung; Stahltank. Ausbau; 8 Monate im grossen Holzfass und gebrauchten Barrique. ,,,,,,,
704,RED,Lagrein aus Gries Riserva,,,,Niedermayr,2011,14.2,3,,,49,8,Gärung; Stahltank. Ausbau; 15 Monate im Barrique mit Säureabbau.,,,,,,,
705,RED,Lagrein Gries Riserva,,,,Nals Margreid,2015,19.5,2,2020-1,,65,10,138 Weinbauern. 6 Monate Holzfass.,,,,,,,
706,RED,Lagrein Gries Riserva,,,,Kellerei Terlan,2021,17.7,3,,,59,9,"250-500m.ü.M. Handlese. Gärung; Maischevergärung mit Umwälzen im Edelstahltank. Ausbau; 12 Monate im grossen Holz 70% , 30% im Barrique 1/3 neu, mit BSA. Assemblage 3 Monate vor der Flaschenabfüllung",,,,,,,
707,RED,Lagrein Riserva Porphyr ,,,,Kellerei Terlan,2017,42.50,1,2015-1 2021-1 ,,117,19,250-500m.ü.M. Handlese. Gärung; Maischevergärung mit Umwälzen im Edelstahltank. Ausbau; 18 Monate im Barrique 1/3neu mit BSA. Assemblage 3 Monate vor der Flaschenabfüllung,,,,,,,
708,RED,,,,,,,,,,,7,1,,,,,,,,
709,RED,Lagrein Riserva BIO,,,,Nusserhof,2017,19.6,1,2019-1 ,1,65,10,"Gärung mit Natur Hefe im Stahltank, 30 Monate im grossen Holzfass. 30 Monate Flaschenlagerung",,,,,,,
710,RED,Lagrein Riserva Barbagol ,,,,Laimburg,2020,18.4,3,,,61,10,20 Moante im Holz,,,,,,,
711,RED,Lagrein Rubatsch BIO,,,,Manincor,2016,21.4,1,2017-1  2019-1,,70,11,"250m.ü.M. Gärung; spontan im Holzbottich. 2 Wochen Mazerationszeit mit Umwälzen. Ausbau; 4 Monate in Barrique, jedes 10 Fass neu.",,,,,,,
712,RED,,,,,,,,,,,7,1,,,,,,,,
713,RED,Lagrein Urban,,,,Kellerei Tramin,2011,22,1,2019-1 2020-1 ,,72,11,"Gärung; Holzfass. Ausbau; BSA, franz EichenBarrique, danach grosses Holzfass für 14 Monate. 1 Jahr Flaschenlagerung.",,,,,,,
714,RED,,,,,,,,,,,7,,,,,,,,,
715,RED,,,,,,,,,,,7,1,"Handlese, bis Weihnachten unter Dach getrocknet. Gärung; Maischekontaktzeit 10 Tage, Edelstahltank. Ausbau; BSA in neuen Barrique und Tonneau. Mind. 16 Monate Fasslagerung.",,,,,,,
716,RED,Lamarein ,,,,Unterganzner,2022,41.96,3,,,115,19,,,,,,,,
717,RED,,,,,,,,,,,7,,,,,,,,,
718,RED,Cuvée,,,,,,,,,,7,1,,,,,,,,
719,RED,,,,,,,,,,,7,1,Gärung; Stahltank mit Säureabbau. Ausbau; 12 Monate im Barrique,,,,,,,
720,RED,Kirchegg ,,,"80%merlot, 20% cabernet sauvignon",Hofstätter,2009,10.2,2,,,40,6,Gärung; 10 Tage mit Umwälzen der Schalen. ,,,,,,,
721,RED,Amistar Rot ,,,"lagrein, merlot, cabernet s., 5%cabernet f.,5%petit verdot",Peter Sölva & Söhne,2021,19.95,1,2022-2 (26),,66,10,"ca. 10% Trockenbeeren ( am Stock getrocknet). 250-450m.ü.M. Unterschiedliche Erntezeitpunkte. Gärung; traditionelle Maischegärung im Edelstahltank. Ausbau; BSA, in Barrique 1/3neu für 1 Jahr.",,,,,,,
722,RED,Amistar Rot Edizione,,,"lagrein, merlot, cabernet s., cabernet f., petit verdot",Peter Sölva & Söhne,2019,37.9,1,,2,104,17,,,,,,,,
723,RED,Athos,,,"merlot, cab. F. cab. S",Ansitz Dolomythos,2014,25,3,2015-3,,81,13,,,fehlt,,,,,
724,RED,Löwengang Uvaggio Storico,BIO,,"Carmenère, Cabernet Franc, Cabernet Sauvignon, Petit Verdot",Tenutae Lageder,2018,57.9,3,neu,,127,21,"BIO, 230-330m.ü.M. als Traubenverschnitt gekeltert. Gärung; spontane Maischgärung für 15 Tage, BSA im Stahltank. Ausbau; kleine Holzfässer 225l franz. Eiche 1/3neu.",,,,,,,
725,RED,,,,,,,,,,,7,1,,,,,,,,
726,RED,,,,,,,,,,,7,1,Gärung; spontan im offenen Holzfass mit Umwälzen. Ausbau; neuen & gebrauchte Barrique. Keine schönung/Filtration,,,,,,,
727,RED,,,,,,,,,,,7,,,,,,,,,
728,RED,Viribus Wein,,,,,2016,,9,,,115,19,,,,,,,,
729,RED,,,,,,,,,,,7,1,"Gärung; 12 Tage im Gärfass mit Schalenkontakt. Ausbau; 12 Monate kleine Barrique. Assemblage, 7 Monate grosses Eichenholzfass. 12 Monate Flaschenlagerung.",,,,,,,
730,RED,,,,,,,,,,,7,1,,,,,,,,
731,RED,,,,,,,,,,,7,1,11 Monate nach der Ernte Flaschenabfüllung. Glaskork. 3 Monate Flaschenlagerung.,,,,,,,
732,RED,Loam ,,,"50% Cabernet Sauvignon, 20% Cabernet Franc, 30% Merlot",Kellerei Tramin,2021,31.5,4,,,87,14,Gärung; auf der Schale. Ausbau; franz. Barrique & grosse Eichenholzfässer,,,,,,,
733,RED,,,,,,,,,,,7,1,,,,,,,,
734,RED,Arzio ,,,"50%merlot,25% cabernet s., 25%cabernet f. ",Baron di Pauli,2020,28.8,3,,,85,14,"Gärung; spontan im Holzgärbottich, 3 wöchige Maischemazeration. Ausbau; Barrique 70%neu, BSA, 16 Monate im kleinen Fass. Abfüllung Ende Mai",,,,,,,
735,RED,Col de Rey ,,,"50%lagrein, 30%petit verdot, 20%tannat",Laimburg,2018,27.5,3,,,88,14,250-350m.ü.M. Ausbau; 20 Monate im Holz,,,,,,,
736,RED,,,,,,,,,,,7,1,250-350m.ü.M. Ausbau; 20 Monate im Holz,,,,,,,
737,RED,,,,,,,,,,,7,1,250-350m.ü.M. Ausbau; 20 Monate im Holz,,,,,,,
738,RED,Cason Hirschprunn Rot BIO,,,"merlot, cabernet s., cabernet f. , lagrein, syrah",Tenutae Lageder,2018,25.7,1,2016-1 2019-1,,83,13,230-360m.ü.M. Gärung; spontan 18 tage mit BSA im Edelstahltank. Ausbau; 18 Monate in franz. Barrique 1/3 neu.,,,,,,,
739,RED,,,,,,,,,,,7,1,,,,,,,,
740,RED,,,,,,,,,,,7,1,,,,,,,,
741,RED,,,,,,,,,,,7,1,,,,,,,,
742,RED,,,,,,,,,,,7,1,,,,,,,,
743,RED,Rubin,,,"70%merlot, 30%cabernet Sauvignon",Happacherhof,2018,14.5,3,,,50,8,Maischegärung. Ausbau; 18 Monate in kleinen Eichenholzfässern,,,,,,,
744,RED,,,,,,,,,,,7,1,,,,,,,,
745,RED,Feldherr BIO ,,,"cabernet s., cabernet f., carménère",Lieselehof,2016,28.5,3,,,78,13,"24 Monate im kleinen Holzaff. Unfiltriert, 6 Monate Flaschengärung",,,,,,,
746,RED,Cassiano BIO,,,"50%merlot, 40%cabernet Franc, 6%tempranillo, 4%syrah",Manincor,2019,21.6,3,,,71,11,"250-280m.ü.M. Gärung; einzeln, spontan im Holzbottich, Mazerationszeit je nach Traube 10-20 Tage. Ausbau; 18 Monate im Barrique 1/3neu. ",,,,,,,
747,RED,,,,,,,,,,,7,1,350m.ü.M. Ausbau; 18 Monate im franz. Barrique,,,,,,,
748,RED,Anticus Riserva Baron Salvadori,,,"merlot, cabernet",Nals Margreid,2019,25.5,2,,,82,13,138 Weinbauern. 20 Monate Barriqueausgebaut.,,,,,,,
749,RED,,,,,,,,,,,7,1,,,,,,,,
750,RED,,,,,,,,,,,7,1,,,,,,,,
751,RED,Cornell Cornelius ,,,"20% cabernet sauvignon, 80% merlot",Schreckbichl Colterenzio,2016,18.5,1,2017-1,,62,10,"250-430m.ü.M. Gärung; Maischegärunf für 7-10 Tage. Ausbau; BSA in barrique. Assembalge im Frühjahr, 14 Monate in kleinen Eichenfässsern. Grobfilterung. 12 Monate Flaschenlagerung.",,,,,,,
752,RED,,,,,,,,,,,7,1,,,,,,,,
753,RED,Composition Reif ,,,"cabernet s., cabernet f., merlot, petit verdot, lagrein",Unterganzner,2018,27.5,5,,,88,14,"Gärung; Edelstahltank, Maischestandzeit: 10 Tage beim Cabernet, 7 Tage beim Lagrein. Ausbau; BSA, 18 Monate in neuen EichenBarrique",,,,,,,
754,RED,,,,,,,,,,,7,,,,,,,,,
755,RED,Mauritius ,,,"lagrein, merlot",Kellerei Bozen,2000,,1,,,65,10,250m.ü.M. Gärung; traditionelle Rotweinvergärung im Holzfass. Ausbau; 1 Jahr in franz. Barrique und grossen Holzfass.,,,,,,,
756,RED,,,,,,,,,,,7,1,,,,,,,,
757,RED,Cuvée Linticlarus ,,,"55% cabernet, 45% merlot",Tiefenbrunner,2014,24.9,5,2012-1,,81,13,280-300m.ü.M. Gärung; Edelstahltank. Ausbau; 12 Monate in klienen Barrique. Assemblage. 6 Monate grossem Holzfass. 1 Jahr Flaschenlagerung.,,,,,,,
758,RED,,,,,,,,,,,7,,,,,,,,,
759,RED,,,,,,,,,,,7,,,,,,,,,
760,RED,Reserve del Conte Manincor BIO,,,"35% lagrein, 40% merlot, 25% cabernet",Manincor,2020,14.2,1,2021-1 2022-1,,49,8,"250m.ü.M. Jede Charge wird separat gekeltert, immer mit Maischegärung, zum Tel spontan mit Traubeneigenen Hefe in Holz-, Beton- und Edelstahlbottich. 10 Tage Mazeration, 1x am Tag Umwälzen. Ausbau; 12 Monate im Holz verschiedener grössen. ",,,,,,,
761,RED,,,,,,,,,,,7,1,,,,,,,,
762,RED,,,,,,,,,,,7,1,,,,,,,,
763,RED,,,,,,,,,,,7,1,260m.ü.M. Gärung; Maischegärung im Edelstahltank & Holzfass mit BSA. Ausbau; 15 Monate in kleinen Eichenfässern. ,,,,,,,
764,RED,,,,,,,,,,,7,1,,,,,,,,
765,RED,,,,,,,,,,,7,1,,,,,,,,
766,RED,Trentino,,,,,,,,,,7,1,,,,,,,,
767,RED,Teroldego Rotaliano ,,,,Foradori,2016,14,1,2018-1 2019-1 ,,48,8,im Holzfass300l ausgebaut.,,,,,,,
768,RED,,,,,,,,,,,,,,,,,,,,
769,RED,Teroldego Granato,BIO,,,Foradori,2021,42.5,3,,,117,19,Gärung; in offenen Tanks. Ausbau; 15 Monate im Holz,,,,,,,
770,RED,Teroldego Ottavio ,,,,De Viglili,2018,28,2,,,90,14,200m.ü.M. Gärung; 12-15 Tage Maischestandzeit. Ausbau; BSA und Lagerung im Holz,,,,,,,
771,RED,San Leonardo ,,,"cabenet s., carmenère, merlot",Tenuta San Leonardo,2017,69.9,1,2018-2,,154,25,Handlese. 18-24 Monate franz. Barrique.,,,,,,,
772,RED,Teroldego Diedri Riserva,,,,Dorigati,2010,13.9,3,,,48,7,"Gärung; langer Maischekontakt. Ausbau; 12 Monate in kleinen Eichenfässern, 6 Moante im Stahlbehälter. 6 Monate Flaschenlagerung.",,,,,,,
773,RED,,,,,,,,,,,7,1,,,,,,,,
774,RED,,,,,,,,,,,7,1,,,,,,,,
775,RED,,,,,,,,,,,7,1,,,,,,,,
776,RED,Lombardia,,,,,,,,,,7,1,,,,,,,,
777,RED,Inferno Valtellina Superiore DOCG Riserva,,,,Rainoldi,2019,25.3,19,,,82,13,,,,,,,,
778,RED,Sassella Valtellina Superiore ,,,nebbiolo,Mamete Prevostini,2014,10.6,2,,,42,6,450-650m.ü.M. Gärung; 13 tage im Stahltank mit Maischekontakt. Ausbau; 14 Moante mit BSA im Eichenholz. 8 Monate Flaschenlagerung.,,,,,,,
779,RED,Sfursat 5 Stelle,,,chiavennasca,Negri Nino,2011,51.48,1,2017-2 ,,113,18,"400-450m.Ü.M. Handlese. Gärung; 3 Tage Mazeration, 16 Tage Fermentation. Ausbau; 24 Monate in neue franz. Barrique mit BSA. 4 Monate Flaschengärung.",,,,,,,
780,RED,Ronchedone ,,,"marzemino, sangiovese, 10% cabernet",Cà dei Frati,2014,11.9,2,2012-1,,46,7,"Gärung; langer Maischekontakt, Mazeration im Stahltank. Ausbau; BSA im Barrique. 14 Monate im Barrique. 10 Monate Flaschengärung. ",,,,,,,
781,RED,Sforzato Albareda ,,,nebbiolo,Mamete Prevostini,2011,39.8,0,2017-2 ,,109,18,350-550.m.ü.M. Handlese. 22 Tage Mazeration auf der Schale. Ausbau; 18 Monate mit BSA im Eichenholz. 10 Monate Flaschenlagerung.,,,,,,,
782,RED,"Sassella Riserva ""Rocce Rosse""",,,nebbiolo,AR.PE.PE.,2016,56,2,,1,123,20,4 Jahre im Holz50hl,,,,,,,
783,RED,Sassella Valtellina Superiore  Sommarovina,,,,,2015,17.2,5,,,58,9,,,,,,,,
784,RED,Valtellina superiore Riserva,,,,M.P.,2012,22.8,1,2015-2 nicht gelistet,,74,12,,,,,,,,
785,RED,Veneto,,,,,,,,,,7,1,,,,,,,,
786,RED,La Poja ,,,corvina veronese,Allegrini,2017,79.9,2,2000-1 ,,176,29,"320m.ü.M. Handlese. Gärung; 12-15 Tage Fermentation. BSA im Barrique. Ausbau; 20 Monate im franz. Neuen Barrique, 10 Monate Flaschenlagerung.",,,,,,,
787,RED,La Grola ,,,"corvina, corvinone, oseleta, syrah",Allegrini,2014,15.6,3,,,62,10,"310m.ü.M. Handlese. Gärung; im Stahltank mit Umwäzen. BSA im Barrique.  Ausbau; 16 Monate im Eichenholz ( 2te Belegung), 10 Monate Flaschenlagerung",,,,,,,
788,RED,Amarone della Valpolicella ,,,"corvina, rondinella",Bertani,2005,70.05,1,2010-1,,180,30,"Handlese. Gärung; trocknung bis mitte Januar, 120-125 Oechslegrad. Vergärung von ca. 50 Tagen. Ausbau; 6 Jahre reifeung in Fäassern aus slawonischer Eiche 60hl. 1 Jahr Flaschenreife.",,,,,,,
